Attending District Institutional ID,District,Attending School Institutional ID,School
2180,Portland SD 1J,1299,Rieke Elementary School
2180,Portland SD 1J,884,Rigler Elementary School
2180,Portland SD 1J,918,Roosevelt High School
2180,Portland SD 1J,829,Rosa Parks Elementary School
2180,Portland SD 1J,5427,Rose City Park
2180,Portland SD 1J,1669,Rosemary Anderson High School
2180,Portland SD 1J,885,Roseway Heights School
2180,Portland SD 1J,886,Sabin Elementary School
2180,Portland SD 1J,5305,SAGE Youth Residential Program
2180,Portland SD 1J,887,Scott Elementary School
2180,Portland SD 1J,4477,SE Works Youth Center
2180,Portland SD 1J,888,Sellwood Middle School
2180,Portland SD 1J,1671,Serendipity
2180,Portland SD 1J,889,Sitton Elementary School
2180,Portland SD 1J,890,Skyline Elementary School
2180,Portland SD 1J,892,Stephenson Elementary School
2180,Portland SD 1J,893,Sunnyside Environmental School
2180,Portland SD 1J,3616,Trillium 
2180,Portland SD 1J,895,Vernon Elementary School
2180,Portland SD 1J,896,Vestal Elementary School
2180,Portland SD 1J,4826,Victory Academy
2180,Portland SD 1J,898,West Sylvan Middle School
2180,Portland SD 1J,921,White Shield Home
2180,Portland SD 1J,900,Whitman Elementary School
2180,Portland SD 1J,4405,Wildflowers
2180,Portland SD 1J,922,Wilson High School
2180,Portland SD 1J,1364,Winterhaven School
2180,Portland SD 1J,902,Woodlawn Elementary School
2180,Portland SD 1J,903,Woodmere Elementary School
2180,Portland SD 1J,904,Woodstock Elementary School
2180,Portland SD 1J,1835,Youth Progress Learning Center
1967,Powers SD 31,210,Powers Elementary School
1967,Powers SD 31,211,Powers High School
2009,Prairie City SD 4,3349,Prairie City School
2045,Prospect SD 59,3356,Prospect Charter School
1946,Rainier SD 13,171,Hudson Park Elementary School
1946,Rainier SD 13,4234,North Columbia Academy
1946,Rainier SD 13,174,Rainier Jr/Sr High School
1977,Redmond SD 2J,1326,Elton Gregory Middle School
1977,Redmond SD 2J,258,John Tuck Elementary School
1977,Redmond SD 2J,259,M A Lynch Elementary School
1977,Redmond SD 2J,262,Obsidian Middle School
1977,Redmond SD 2J,1841,Redmond COIC Dropout Re-engagement Program
1977,Redmond SD 2J,5340,Redmond Early Learning Center at Hugh Hartman
1977,Redmond SD 2J,263,Redmond High School
1977,Redmond SD 2J,4729,Redmond Proficiency Academy
1977,Redmond SD 2J,1977,Redmond SD 2J
1977,Redmond SD 2J,5058,Ridgeview High School
1977,Redmond SD 2J,256,Sage Elementary School
1977,Redmond SD 2J,260,Terrebonne Community School
1977,Redmond SD 2J,4429,Tom McCall Elementary School
1977,Redmond SD 2J,261,Tumalo Community School
1977,Redmond SD 2J,1325,Vern Patrick Elementary School
2001,Reedsport SD 105,309,Highland Elementary School
2001,Reedsport SD 105,310,Reedsport Community Charter School
2182,Reynolds SD 7,943,Alder Elementary School
2182,Reynolds SD 7,949,Davis Elementary School
2182,Reynolds SD 7,945,Fairview Elementary School
2182,Reynolds SD 7,946,Glenfair Elementary School
2182,Reynolds SD 7,947,Hartley Elementary School
2182,Reynolds SD 7,954,Hauton B Lee Middle School
2182,Reynolds SD 7,948,Margaret Scott Elementary School
2182,Reynolds SD 7,3490,Multnomah Learning Academy
2182,Reynolds SD 7,4216,Reynolds Arthur Academy
2182,Reynolds SD 7,957,Reynolds High School
2182,Reynolds SD 7,1343,Reynolds Learning Academy
2182,Reynolds SD 7,1254,Reynolds Middle School
2182,Reynolds SD 7,2182,Reynolds SD 7
2182,Reynolds SD 7,4822,Rockwood Preparatory Academy
2182,Reynolds SD 7,3989,Salish Ponds Elementary School
2182,Reynolds SD 7,950,Sweetbriar Elementary School
2182,Reynolds SD 7,951,Troutdale Elementary School
2182,Reynolds SD 7,2263,Walt Morey Middle School
2182,Reynolds SD 7,952,Wilkes Elementary School
2182,Reynolds SD 7,1365,Woodland Elementary
1999,Riddle SD 70,304,Riddle Elementary School
1999,Riddle SD 70,305,Riddle High School
2188,Riverdale SD 51J,985,Riverdale Grade School
2188,Riverdale SD 51J,1345,Riverdale High School
2188,Riverdale SD 51J,2188,Riverdale SD 51J
2044,Rogue River SD 35,4856,Rivers Edge Academy Charter School
2044,Rogue River SD 35,399,Rogue River Elementary School
2044,Rogue River SD 35,401,Rogue River Junior/Senior High
2044,Rogue River SD 35,5443,South Valley Academy
2142,Salem-Keizer SD 24J,728,Auburn Elementary School
2142,Salem-Keizer SD 24J,5066,Battle Creek Elementary School
2142,Salem-Keizer SD 24J,731,Brush College Elementary School
2142,Salem-Keizer SD 24J,732,Bush Elementary School
2142,Salem-Keizer SD 24J,733,Candalaria Elementary School
2142,Salem-Keizer SD 24J,5064,Cesar E Chavez Elem 
2142,Salem-Keizer SD 24J,1244,Chapman Hill Elementary School
2142,Salem-Keizer SD 24J,3373,Claggett Creek Middle School
2142,Salem-Keizer SD 24J,734,Clear Lake Elementary School
2142,Salem-Keizer SD 24J,1329,Crossler Middle School
2142,Salem-Keizer SD 24J,735,Cummings Elementary School
2142,Salem-Keizer SD 24J,4589,Early College High School
2142,Salem-Keizer SD 24J,736,Englewood Elementary School
2142,Salem-Keizer SD 24J,751,Eyre Elementary School
2142,Salem-Keizer SD 24J,3529,Forest Ridge Elementary School
2142,Salem-Keizer SD 24J,738,Four Corners Elementary School
2142,Salem-Keizer SD 24J,740,Grant Community School
2142,Salem-Keizer SD 24J,745,Gubser Elementary School
2142,Salem-Keizer SD 24J,3377,Hallman Elementary School
2142,Salem-Keizer SD 24J,3376,Hammond Elementary School
2142,Salem-Keizer SD 24J,4068,Harritt Elementary School
2142,Salem-Keizer SD 24J,755,Hayesville Elementary School
2142,Salem-Keizer SD 24J,743,Highland Elementary School
2142,Salem-Keizer SD 24J,744,Hoover Elementary School
2142,Salem-Keizer SD 24J,1330,Houck Middle School
2142,Salem-Keizer SD 24J,1358,Howard Street Charter
2142,Salem-Keizer SD 24J,3582,In Program School
2142,Salem-Keizer SD 24J,4210,Jane Goodall Environmental Middle Charter School
2142,Salem-Keizer SD 24J,765,Judson Middle School
2142,Salem-Keizer SD 24J,4858,Kalapuya Elementary School
2142,Salem-Keizer SD 24J,747,Keizer Elementary School
2142,Salem-Keizer SD 24J,746,Kennedy Elementary School
2142,Salem-Keizer SD 24J,3375,Lamb Elementary School
2142,Salem-Keizer SD 24J,3526,Lee Elementary School
2142,Salem-Keizer SD 24J,766,Leslie Middle School
2142,Salem-Keizer SD 24J,749,Liberty Elementary School
2142,Salem-Keizer SD 24J,771,McKay High School
2142,Salem-Keizer SD 24J,750,McKinley Elementary School
2142,Salem-Keizer SD 24J,772,McNary High School
2142,Salem-Keizer SD 24J,3215,Miller Elementary School
2142,Salem-Keizer SD 24J,753,Morningside Elementary School
2142,Salem-Keizer SD 24J,754,Myers Elementary School
2142,Salem-Keizer SD 24J,773,North Salem High School
2142,Salem-Keizer SD 24J,3528,Optimum Learning Environment Charter School
2142,Salem-Keizer SD 24J,767,Parrish Middle School
2142,Salem-Keizer SD 24J,756,Pringle Elementary School
2142,Salem-Keizer SD 24J,757,Richmond Elementary School
2142,Salem-Keizer SD 24J,4596,Roberts High School
2142,Salem-Keizer SD 24J,759,Salem Heights Elementary School
2142,Salem-Keizer SD 24J,2142,Salem-Keizer SD 24J
2142,Salem-Keizer SD 24J,760,Schirle Elementary School
2142,Salem-Keizer SD 24J,741,Scott Elementary School
2142,Salem-Keizer SD 24J,775,South Salem High School
2142,Salem-Keizer SD 24J,774,Sprague High School
2142,Salem-Keizer SD 24J,1331,Stephens Middle School
2142,Salem-Keizer SD 24J,4859,Straub Middle School
2142,Salem-Keizer SD 24J,761,Sumpter Elementary School
2142,Salem-Keizer SD 24J,762,Swegle Elementary School
2142,Salem-Keizer SD 24J,4390,Valley Inquiry Charter School
2142,Salem-Keizer SD 24J,768,Waldo Middle School
2142,Salem-Keizer SD 24J,769,Walker Middle School
2142,Salem-Keizer SD 24J,763,Washington Elementary School
2142,Salem-Keizer SD 24J,3374,Weddle Elementary School
2142,Salem-Keizer SD 24J,3463,West Salem High School
2142,Salem-Keizer SD 24J,770,Whiteaker Middle School
2142,Salem-Keizer SD 24J,737,Wright Elementary School
2142,Salem-Keizer SD 24J,764,Yoshikai Elementary School
2104,Santiam Canyon SD 129J,4399,Oregon Connections Academy
2104,Santiam Canyon SD 129J,681,Santiam Elementary School
2104,Santiam Canyon SD 129J,683,Santiam Junior/Senior High School
1944,Scappoose SD 1J,158,Grant Watts Elementary School
1944,Scappoose SD 1J,5300,Oregon Outreach Inc - Scappoose SD
1944,Scappoose SD 1J,159,Otto Petersen Elementary School
1944,Scappoose SD 1J,958,Sauvie Island School
1944,Scappoose SD 1J,162,Scappoose High School
1944,Scappoose SD 1J,161,Scappoose Middle School
1944,Scappoose SD 1J,1944,Scappoose SD 1J
1944,Scappoose SD 1J,4221,South Columbia Family School
1944,Scappoose SD 1J,160,Warren Elementary School
2103,Scio SD 95,676,Centennial Elementary School
2103,Scio SD 95,2994,Lourdes School
2103,Scio SD 95,5061,Oregon Virtual Education
2103,Scio SD 95,678,Scio High School
2103,Scio SD 95,677,Scio Middle School
1935,Seaside SD 10,150,Broadway Middle School
1935,Seaside SD 10,153,Gearhart Elementary School
1935,Seaside SD 10,152,Seaside Heights Elementary School
1935,Seaside SD 10,154,Seaside High School
1935,Seaside SD 10,1935,Seaside SD 10
1935,Seaside SD 10,5385,The Cannon Beach Academy
2257,Sheridan SD 48J,1235,Faulconer-Chapman School
2257,Sheridan SD 48J,4833,Sheridan AllPrep Academy
2257,Sheridan SD 48J,1237,Sheridan High School
2257,Sheridan SD 48J,2728,Sheridan Japanese School
2195,Sherman County SD,1010,Sherman County School
2244,Sherwood SD 88J,1334,Archer Glen Elementary School
2244,Sherwood SD 88J,4730,Edy Ridge Elementary School
2244,Sherwood SD 88J,1191,J Clyde Hopkins Elementary School
2244,Sherwood SD 88J,4731,Laurel Ridge Middle School
2244,Sherwood SD 88J,3222,Middleton Elementary School
2244,Sherwood SD 88J,4220,Sherwood Charter School
2244,Sherwood SD 88J,1193,Sherwood High School
2244,Sherwood SD 88J,1192,Sherwood Middle School
2244,Sherwood SD 88J,2244,Sherwood SD 88J
2138,Silver Falls SD 4J,784,Bethany Charter School
2138,Silver Falls SD 4J,119,Butte Creek Elementary School
2138,Silver Falls SD 4J,807,Central Howell Elementary School
2138,Silver Falls SD 4J,718,Evergreen Elementary School
2138,Silver Falls SD 4J,714,Mark Twain Elementary
2138,Silver Falls SD 4J,780,Pratum Elementary School
2138,Silver Falls SD 4J,716,Robert Frost Elementary School
2138,Silver Falls SD 4J,785,Scotts Mills Elementary School
2138,Silver Falls SD 4J,795,Silver Crest Elementary School
2138,Silver Falls SD 4J,2138,Silver Falls SD 4J
2138,Silver Falls SD 4J,812,Silverton High School
2138,Silver Falls SD 4J,715,Silverton Middle School
2138,Silver Falls SD 4J,4746,The Community Roots School
2138,Silver Falls SD 4J,777,Victor Point Elementary School
1978,Sisters SD 6,264,Sisters Elementary School
1978,Sisters SD 6,1294,Sisters High School
1978,Sisters SD 6,1293,Sisters Middle School
2096,Siuslaw SD 97J,609,Siuslaw Elementary School
2096,Siuslaw SD 97J,610,Siuslaw High School
2096,Siuslaw SD 97J,608,Siuslaw Middle School
2022,South Harney SD 33,357,Fields Elementary School
2087,South Lane SD 45J3,4555,Academy for Character Education
2087,South Lane SD 45J3,1791,Al Kennedy High School
2087,South Lane SD 45J3,573,Bohemia Elementary School
2087,South Lane SD 45J3,4717,Bridgeway House
2087,South Lane SD 45J3,2418,Childs Way Alternative School
2087,South Lane SD 45J3,4395,Childs Way Charter School
2087,South Lane SD 45J3,580,Cottage Grove High School
2087,South Lane SD 45J3,574,Dorena School
2087,South Lane SD 45J3,576,Harrison Elementary School
2087,South Lane SD 45J3,1792,Jasper Mountain Center
2087,South Lane SD 45J3,577,Latham Elementary School
2087,South Lane SD 45J3,579,Lincoln Middle School
2087,South Lane SD 45J3,578,London School
2087,South Lane SD 45J3,1532,Looking Glass Riverfront School & Career Center
2087,South Lane SD 45J3,1789,SAFE Center School
2087,South Lane SD 45J3,2087,South Lane SD 45J3
1994,South Umpqua SD 19,289,Canyonville School
1994,South Umpqua SD 19,291,Coffenberry Middle School
1994,South Umpqua SD 19,290,Myrtle Creek Elementary School
1994,South Umpqua SD 19,293,South Umpqua High School
1994,South Umpqua SD 19,292,Tri City Elementary School
2225,South Wasco County SD 1,1108,Maupin Elementary School
2225,South Wasco County SD 1,1109,South Wasco County High School
2025,Southern Oregon ESD,2434,Family Solutions - Ashland
2025,Southern Oregon ESD,1275,Family Solutions - Grants Pass
2025,Southern Oregon ESD,3653,Family Solutions - Medford
2025,Southern Oregon ESD,1782,Kairos - New Beginnings
2025,Southern Oregon ESD,3150,Kairos-Three Bridges
2025,Southern Oregon ESD,2025,Southern Oregon ESD
2247,Spray SD 1,3403,Spray School
2083,Springfield SD 19,4440,Academy of Arts and Academics
2083,Springfield SD 19,1353,Agnes Stewart Middle School
2083,Springfield SD 19,4717,Bridgeway House
2083,Springfield SD 19,542,Briggs Middle School
2083,Springfield SD 19,544,Centennial Elementary School
2083,Springfield SD 19,545,Douglas Gardens Elementary School
2083,Springfield SD 19,546,Elizabeth Page Elementary School
2083,Springfield SD 19,1354,Gateways High School
2083,Springfield SD 19,548,Guy Lee Elementary School
2083,Springfield SD 19,549,Hamlin Middle School
2083,Springfield SD 19,1792,Jasper Mountain Center
2083,Springfield SD 19,3545,Looking Glass Center Point School
2083,Springfield SD 19,1532,Looking Glass Riverfront School & Career Center
2083,Springfield SD 19,550,Maple Elementary School
2083,Springfield SD 19,554,Mt Vernon Elementary School
2083,Springfield SD 19,553,Ridgeview Elementary School
2083,Springfield SD 19,1352,Riverbend Elementary School
2083,Springfield SD 19,1789,SAFE Center School
2083,Springfield SD 19,560,Springfield High School
2083,Springfield SD 19,2083,Springfield SD 19
2083,Springfield SD 19,1252,The Child Center
2083,Springfield SD 19,556,Thurston Elementary School
2083,Springfield SD 19,561,Thurston High School
2083,Springfield SD 19,557,Thurston Middle School
2083,Springfield SD 19,5059,Two Rivers Dos Rios Elementary 
2083,Springfield SD 19,558,Walterville Elementary School
2083,Springfield SD 19,1545,Wellsprings Friends School
2083,Springfield SD 19,4058,Willamette Leadership Academy
2083,Springfield SD 19,559,Yolanda Elementary School
1948,St Helens SD 502,179,Columbia City School
1948,St Helens SD 502,2716,Columbia County Education Campus
1948,St Helens SD 502,3569,Lewis & Clark Elementary School
1948,St Helens SD 502,182,McBride Elementary School
1948,St Helens SD 502,4602,St Helens Arthur Academy
1948,St Helens SD 502,185,St Helens High School
1948,St Helens SD 502,184,St Helens Middle School
1948,St Helens SD 502,1948,St Helens SD 502
2144,St Paul SD 45,778,St Paul Elementary School
2144,St Paul SD 45,779,St Paul High School
2209,Stanfield SD 61,1060,Stanfield Elementary School
2209,Stanfield SD 61,1061,Stanfield Secondary School
2018,Suntex SD 10,349,Suntex Elementary School
2003,Sutherlin SD 130,318,East Sutherlin Primary School
2003,Sutherlin SD 130,321,Sutherlin High School
2003,Sutherlin SD 130,319,Sutherlin Middle School
2003,Sutherlin SD 130,5357,Sutherlin Valley Online Academy
2003,Sutherlin SD 130,320,West Sutherlin Intermediate
2102,Sweet Home SD 55,662,Foster Elementary School
2102,Sweet Home SD 55,663,Hawthorne Elementary School
2102,Sweet Home SD 55,664,Holley Elementary School
2102,Sweet Home SD 55,666,Oak Heights Elementary School
2102,Sweet Home SD 55,4484,Sweet Home Charter School
2102,Sweet Home SD 55,669,Sweet Home High School
2102,Sweet Home SD 55,668,Sweet Home Junior High School
2055,Three Rivers/Josephine County SD,402,Applegate Elementary School
2055,Three Rivers/Josephine County SD,443,Evergreen Elementary School
2055,Three Rivers/Josephine County SD,444,Fleming Middle School
2055,Three Rivers/Josephine County SD,445,Fruitdale Elementary School
2055,Three Rivers/Josephine County SD,446,Ft Vannoy Elementary School
2055,Three Rivers/Josephine County SD,455,Hidden Valley High School
2055,Three Rivers/Josephine County SD,456,Illinois Valley High School
2055,Three Rivers/Josephine County SD,1782,Kairos - New Beginnings
2055,Three Rivers/Josephine County SD,3150,Kairos - Three Bridges
2055,Three Rivers/Josephine County SD,448,Lincoln Savage Middle School
2055,Three Rivers/Josephine County SD,449,Lorna Byrne Middle School
2055,Three Rivers/Josephine County SD,450,Madrona Elementary School
2055,Three Rivers/Josephine County SD,451,Manzanita Elementary School
2055,Three Rivers/Josephine County SD,457,North Valley High School
2055,Three Rivers/Josephine County SD,4823,Sunny Wolf Charter School
2055,Three Rivers/Josephine County SD,1877,"The Inn Between Educational Program, DBA Inn Sight"
2055,Three Rivers/Josephine County SD,2055,Three Rivers/Josephine County SD
2055,Three Rivers/Josephine County SD,453,Williams Elementary School
2055,Three Rivers/Josephine County SD,5063,Woodland Charter School
2242,Tigard-Tualatin SD 23J,4364,Alberta Rider Elementary School
2242,Tigard-Tualatin SD 23J,1135,Bridgeport Elementary School
2242,Tigard-Tualatin SD 23J,1136,Charles F Tigard Elementary School
2242,Tigard-Tualatin SD 23J,1369,Deer Creek Elementary School
2242,Tigard-Tualatin SD 23J,2714,Durham Center
2242,Tigard-Tualatin SD 23J,1138,Durham Elementary School
2242,Tigard-Tualatin SD 23J,1142,Edward Byrom Elementary School
2242,Tigard-Tualatin SD 23J,1300,Hazelbrook Middle School
2242,Tigard-Tualatin SD 23J,1139,James Templeton Elementary School
2242,Tigard-Tualatin SD 23J,2273,Janus Youth Programs--Cordero House
2242,Tigard-Tualatin SD 23J,1137,Mary Woodward Elementary School
2242,Tigard-Tualatin SD 23J,1140,Metzger Elementary School
2242,Tigard-Tualatin SD 23J,3579,Multi-sensory Instruction Teaching Children Hands-On (MITCH)
2242,Tigard-Tualatin SD 23J,1144,Thomas R Fowler Middle School
2242,Tigard-Tualatin SD 23J,1146,Tigard High School
2242,Tigard-Tualatin SD 23J,2242,Tigard-Tualatin SD 23J
2242,Tigard-Tualatin SD 23J,1143,Tualatin Elementary School
2242,Tigard-Tualatin SD 23J,1301,Tualatin High School
2242,Tigard-Tualatin SD 23J,1145,Twality Middle School
2197,Tillamook SD 9,1012,East Elementary School
2197,Tillamook SD 9,1013,Liberty Elementary School
2197,Tillamook SD 9,1014,South Prairie Elementary School
2197,Tillamook SD 9,1017,Tillamook High School
2197,Tillamook SD 9,1016,Tillamook Junior High School
2222,Troy SD 54,1092,Troy Elementary School
2210,Ukiah SD 80R,3432,Ukiah School
2204,Umatilla SD 6R,1031,Clara Brownell Middle School
2204,Umatilla SD 6R,1032,McNary Heights Elementary School
2204,Umatilla SD 6R,1033,Umatilla High School
2213,Union SD 5,1074,Union Elementary School
2213,Union SD 5,1075,Union High School
2116,Vale SD 84,701,Vale Elementary School
2116,Vale SD 84,713,Vale High School
2116,Vale SD 84,1357,Vale Middle School
2116,Vale SD 84,2116,Vale SD 84
2116,Vale SD 84,706,Willowcreek Elementary School
1947,Vernonia SD 47J,176,Mist Elementary School
1947,Vernonia SD 47J,177,Vernonia Elementary School
1947,Vernonia SD 47J,178,Vernonia High School
1947,Vernonia SD 47J,4396,Vernonia Middle School
2220,Wallowa SD 12,1088,Wallowa Elementary School
2220,Wallowa SD 12,1089,Wallowa High School
1936,Warrenton-Hammond SD 30,156,Warrenton Grade School
1936,Warrenton-Hammond SD 30,157,Warrenton High School
1922,West Linn-Wilsonville SD 3J,4773,Arts and Technology High School
1922,West Linn-Wilsonville SD 3J,1287,Athey Creek Middle School
1922,West Linn-Wilsonville SD 3J,1272,Boeckman Creek Primary School
1922,West Linn-Wilsonville SD 3J,3455,Bolton Primary School
1922,West Linn-Wilsonville SD 3J,3913,Boones Ferry Primary School
1922,West Linn-Wilsonville SD 3J,45,Cedaroak Park Primary School
1922,West Linn-Wilsonville SD 3J,46,Inza R Wood Middle School
1922,West Linn-Wilsonville SD 3J,5056,Lowrie Primary School
1922,West Linn-Wilsonville SD 3J,5377,Meridian Creek Middle School
1922,West Linn-Wilsonville SD 3J,2787,Rosemont Ridge Middle School
1922,West Linn-Wilsonville SD 3J,47,Stafford Primary School
1922,West Linn-Wilsonville SD 3J,48,Sunset Primary School
1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School
1922,West Linn-Wilsonville SD 3J,5057,Trillium Creek Primary School
1922,West Linn-Wilsonville SD 3J,51,West Linn High School
1922,West Linn-Wilsonville SD 3J,1922,West Linn-Wilsonville SD 3J
1922,West Linn-Wilsonville SD 3J,1286,Willamette Primary School
1922,West Linn-Wilsonville SD 3J,1323,Wilsonville High School
2117,Willamette ESD,2334,Oregon State Hospital Salem (educational program)
2117,Willamette ESD,2117,Willamette ESD
2255,Willamina SD 30J,1224,Willamina Elementary School
2255,Willamina SD 30J,1226,Willamina High School
2255,Willamina SD 30J,1225,Willamina Middle School 
2002,Winston-Dillard SD 116,3624,Brockway Elementary School
2002,Winston-Dillard SD 116,5201,Dillard Alternative High School
2002,Winston-Dillard SD 116,316,Douglas High School
2002,Winston-Dillard SD 116,313,Lookingglass Elementary School
2002,Winston-Dillard SD 116,311,McGovern Elementary School
2002,Winston-Dillard SD 116,315,Winston Middle School
2146,Woodburn SD 103,4540,Academy of International Studies (at Woodburn)
2146,Woodburn SD 103,1268,French Prairie Middle School
2146,Woodburn SD 103,1359,Heritage Elementary
2146,Woodburn SD 103,1267,Lincoln Elementary School
2146,Woodburn SD 103,796,Nellie Muir Elementary School
2146,Woodburn SD 103,1360,Valor Middle School
2146,Woodburn SD 103,797,Washington Elementary School
2146,Woodburn SD 103,4541,"Wellness, Business and Sports School"
2146,Woodburn SD 103,4542,"Woodburn Academy of Art, Science and Technology"
2146,Woodburn SD 103,4230,Woodburn Arthur Academy
2146,Woodburn SD 103,4543,Woodburn Arts and Communications Academy
2146,Woodburn SD 103,2146,Woodburn SD 103
2146,Woodburn SD 103,4544,Woodburn Success
2251,Yamhill Carlton SD 1,1213,Yamhill Carlton Elementary School
2251,Yamhill Carlton SD 1,1238,Yamhill Carlton High School
2251,Yamhill Carlton SD 1,4564,Yamhill Carlton Intermediate School
2251,Yamhill Carlton SD 1,2251,Yamhill Carlton SD 1
1997,Yoncalla SD 32,299,Yoncalla Elementary School
1997,Yoncalla SD 32,300,Yoncalla High School
